source_id,ra,dec,parallax,parallax_error,pmra,pmra_error,pmdec,pmdec_error,radial_velocity,radial_velocity_error,phot_g_mean_mag,phot_bp_mean_mag,phot_rp_mean_mag,ruwe
1794993281132030592,328.39379178120726,23.08336758523936,11.668809708594466,0.015407633,36.982083234657054,0.016791962,-17.71392888241487,0.016274163,-21.77448,0.29417968,10.165733,10.629422,9.536295,0.9253425
4630680635849607296,20.803406982274986,-80.65756444197582,12.24684390480111,0.011025436,-16.183327518972597,0.015130605,23.560043984430468,0.012547348,-10.3015375,0.28306153,10.546302,11.002337,9.910054,0.9877104
2279779399611987840,335.4407399289261,75.61824093533933,10.449730646490227,0.017374665,-48.00530195100836,0.022317015,32.01330292078285,0.020240277,32.31774,4.6342816,14.758354,16.039726,13.638908,1.0666773
619896654216372224,147.20218923565824,16.2668602405321,10.766486337861345,0.02068511,-73.30792567417365,0.024543805,-84.73445371084188,0.028600277,30.916706,1.646073,13.605526,14.742582,12.548809,1.0394171
2286060767806511616,344.69132923941197,80.52187149108188,11.874395283114538,0.012658246,-16.584783263245964,0.016388997,-20.430629017663012,0.013889562,-42.36426,8.377203,12.309572,13.192438,11.377495,1.3747935
5576245929771201152,103.21028314546982,-38.652676134858694,11.5688773321997,0.0121646505,-21.161664612224957,0.01199639,-69.52928157331161,0.013913997,-15.364661,0.15818308,9.197603,9.495933,8.729616,0.9115517
2191398421597542912,318.4029170035561,59.19663945449025,11.171690687864755,0.018746851,75.93496054471021,0.022975156,93.35062139847204,0.02122268,-37.65014,2.5681558,14.623657,15.929628,13.494018,1.1801559
2873700396563872768,359.4160462960385,31.833952688056957,16.823046899902632,0.016034888,165.9281131440137,0.017481802,-25.577582433099344,0.012966669,-29.991634,0.38488188,12.274334,13.332131,11.248997,1.119093
389658300887082496,11.050770447634948,45.83427028070668,17.46753993064638,0.017752217,-70.64285253968218,0.016718935,-38.09604807170062,0.017078275,-20.358942,1.2671295,13.433618,14.707674,12.196409,1.2836696
1066090769259146112,155.09440678793956,66.697837254044,11.159135394635124,0.0114998575,-20.60027365808123,0.011633033,-65.83869723704237,0.0112372525,-17.433157,1.2053819,13.467754,14.506717,12.455683,1.1199781
5536642173777784576,115.4659998223162,-41.19546051047606,15.524780286605443,0.01284641,14.560123955337437,0.0137752,2.201646240739386,0.0145598985,70.37368,1.6706228,13.186028,14.527307,12.042189,1.3892355
4277890987071861120,275.5927976685563,2.9174750090356016,16.898237475601057,0.020333447,-51.071301886904784,0.021524332,-14.589309117450158,0.019761892,-11.9810915,0.4444438,11.696778,12.583828,10.769637,1.1827961
6720949955052159872,271.9184806567128,-44.4334049698931,13.735442746352703,0.019463114,-47.724882819359856,0.015481583,-1.1708434781173054,0.01304938,-66.912605,0.6128783,13.043465,14.131334,12.006735,1.1230255
1686450661468663552,194.7068502573426,71.44558417957649,27.57051759630542,0.01894617,-368.1061619054458,0.020246813,168.21592796311023,0.020124704,-90.43302,4.1614738,14.643308,16.24954,13.422735,1.0818139
2044556032365248128,287.2640790975153,35.05363327353887,18.510277967793098,0.012316517,91.5561098031112,0.013502096,-54.15246074636704,0.01419427,-60.520092,0.19241306,10.068479,10.583434,9.396354,0.98873067
6651392757833895296,282.5166383387185,-52.90458860446892,10.276205533005822,0.0127311405,80.99027180183461,0.011136086,-119.0212644208163,0.011073723,34.86264,1.0960734,12.723411,13.53414,11.844666,0.896209
2554813368486377344,7.622690449878631,4.339214739105121,16.902704941930736,0.10384501,72.92990620860613,0.13607404,4.93958734999411,0.09157385,-8.330394,4.2706037,14.209528,,,1.001137
1469212486948688256,204.1244510185067,33.44749580603223,13.309100355702348,0.01719056,-39.77429335505138,0.012273433,30.103860826091505,0.011359757,13.427677,0.70112205,12.486028,13.339441,11.579664,1.3362764
3682196172918163072,191.09360649233255,-3.002603971126632,21.63245129776387,0.021566259,63.87152788820814,0.03257388,-168.5408236156234,0.031929445,22.809813,0.23496914,10.2254925,10.891126,9.443528,1.1212952
6097324109581405824,213.40172501812395,-44.503689750438895,14.712650954155928,0.029341076,-104.28559393531452,0.02718158,-95.2634628455522,0.029445643,-34.80393,1.2330307,13.5176115,14.771187,12.411985,1.3086581
5003045779197174528,14.170117879402872,-34.72996084709338,12.372395843392235,0.01738694,96.6805905511554,0.013415217,-13.678129384884338,0.013482131,4.131699,1.839333,13.790529,14.93755,12.727766,0.9923929
2466667479792402944,28.33611417015116,-7.059513403569102,26.85020520958804,0.016957127,88.57209831514284,0.021646496,-142.15513271594924,0.012797315,8.432602,0.6356148,13.127751,14.625983,11.936157,1.1902837
3292621198694349312,70.58220592632165,9.162080116117828,16.94556151593836,0.024380691,140.4021906364903,0.026819699,159.09429124735703,0.020936852,0.3461298,2.800173,14.757655,16.09567,13.622547,1.0322754
5718578156670605056,116.77794768609932,-17.21303412536649,11.33325806811454,0.021578426,-60.01078023929721,0.021139186,18.282928376783968,0.021134386,69.856064,0.3474349,11.27253,11.808555,10.584557,1.2911806
3433448262889973376,95.75384199636268,27.674006914883623,10.40531608480023,0.018661441,-26.63814072442734,0.016929235,-32.02946164501089,0.013350963,16.726667,0.3569983,10.622179,11.052691,10.031861,0.93161404
4998797438065821952,4.818052683671905,-37.12225700091989,16.57879151969674,0.019280264,61.42928780362338,0.015473733,-46.45010475279686,0.01742788,22.336975,0.58716273,13.025373,14.255781,11.926545,1.3664018
3693974072754341120,187.36002211561728,-1.960634936073535,17.967238164576386,0.01856173,-81.65469766317936,0.021868117,-145.66921684879915,0.01692196,18.691896,0.353534,12.447846,13.457509,11.445741,1.2494568
1425970958074499328,251.9086965687309,53.05764138105948,22.168425436051155,0.015412555,16.54666795445443,0.019223314,73.96081000846506,0.022188475,-33.95232,5.340984,14.351991,15.99566,13.11285,1.0816884
1299674734612904064,249.19315268403,23.56265886320785,11.671175612509783,0.012714553,-28.885837209587635,0.009103112,-115.3275475169026,0.012525809,-58.043575,0.8730426,13.539073,14.683557,12.475595,1.1330574
4753443548632150016,41.96517711868578,-45.82663851910075,10.785843038888476,0.011299649,115.20240166974904,0.010065172,-32.94816747016084,0.01247225,2.2872958,0.3213987,11.13304,11.633698,10.475038,0.83106077
1357780041489054080,251.28188459396475,44.23562841739879,11.949775430372624,0.01074398,-17.262296419685864,0.011706456,18.44773347467971,0.014204472,-7.5500474,0.33439323,11.738123,12.450617,10.922957,1.0107011
1337922994634249088,254.87905222935447,34.00806561895446,11.007939637518044,0.011038372,25.25478891321531,0.010852761,71.60420294534204,0.012539912,-64.52546,1.6939589,12.429269,13.197806,11.574054,1.2342649
1804783160869679872,308.0324317036775,15.187218175253715,11.079150867179912,0.023367861,103.70937083659686,0.024363179,112.44229021213708,0.019549154,-36.913948,5.7963133,7.974439,8.178312,7.4562573,1.1139193
4239609088874279296,295.31010968357083,0.4549165016787385,16.168274998122662,0.016731279,25.491297827140414,0.019120576,20.625087989410567,0.012014752,3.0460482,0.36716393,12.120948,12.995281,11.200279,1.214201
5463831139391389952,149.80309561295522,-29.622021981279172,13.361322706067424,0.025090326,4.547136520008134,0.027819674,1.6421533706945173,0.030280491,-15.3375435,3.2745104,14.507736,15.995915,13.3182745,1.1337563
4472611545708775552,267.39919168334154,4.376566698362725,10.345932106157402,0.021475036,-18.365486219656024,0.021708332,-20.735266886737556,0.01792584,-0.06736746,7.825879,7.4290595,7.614845,7.0949025,0.97952014
